ticker,text,username,timestamp
TERMOVA,"BREAKING: #TERMOVA devs RUGGED   

But the COMMUNITY is taking over  We're rallying to turn this around and send this coin straight to the !  

I've made MULTIPLE 3x calls before, but THIS is the one that’s about to make history. Best call ever—watch us make magic","Lou
@louxprt
·
28m",2025-01-06T18:07:44.000Z
TERMOVA,#termova,"Ghost
@0xGhostedd
·
33m",2025-01-06T18:03:17.000Z
TERMOVA,"Soon, $termova gonna flyin high.","Ghost
@0xGhostedd
·
33m",2025-01-06T18:02:55.000Z
TERMOVA,To the moon #TERMOVA,"Soup.House
@EthHolder307
·
43m",2025-01-06T17:53:15.000Z
TERMOVA,"Hey Team 
@TermovaCTO
, we’d love to get $TERMOVA listed on our exchange. Please DM us to discuss further. Looking forward to connecting!","AscendEX
@AscendEX_
·
1h",2025-01-06T17:19:32.000Z
TERMOVA,#TERMOVA,"Guilherme Antunes
@Guilher76790462
·
1h",2025-01-06T17:11:27.000Z
TERMOVA,"$TERMOVA
just got ctoed,buy if u want a 10x
Thank me later","DonEleven
@donsx0
·
19m",2025-01-06T18:17:07.000Z
TERMOVA,termova to be terminally rich,"trenchgirl
@28439_
·
20m",2025-01-06T18:16:22.000Z
TERMOVA,#TERMOVA,"Lou
@louxprt
·
25m",2025-01-06T18:10:41.000Z
TERMOVA,"BREAKING: #TERMOVA devs RUGGED   

But the COMMUNITY is taking over  We're rallying to turn this around and send this coin straight to the !  

I've made MULTIPLE 3x calls before, but THIS is the one that’s about to make history. Best call ever—watch us make magic","Lou
@louxprt
·
28m",2025-01-06T18:07:44.000Z
TERMOVA,#termova,"Ghost
@0xGhostedd
·
33m",2025-01-06T18:03:17.000Z
TERMOVA,"Soon, $termova gonna flyin high.","Ghost
@0xGhostedd
·
33m",2025-01-06T18:02:55.000Z
TERMOVA,To the moon #TERMOVA,"Soup.House
@EthHolder307
·
43m",2025-01-06T17:53:15.000Z
TERMOVA,"Hey Team 
@TermovaCTO
, we’d love to get $TERMOVA listed on our exchange. Please DM us to discuss further. Looking forward to connecting!","AscendEX
@AscendEX_
·
1h",2025-01-06T17:19:32.000Z
TERMOVA,#TERMOVA,"Guilherme Antunes
@Guilher76790462
·
1h",2025-01-06T17:11:27.000Z
TERMOVA,Higher $Termova,"LAPALO
@kingLapalo
·
1h",2025-01-06T17:04:34.000Z
TERMOVA,$Termova,"LAPALO
@kingLapalo
·
1h",2025-01-06T17:04:18.000Z
TERMOVA,"This is the best CTO team
$termova ","peter.fortuna
@PeterFortunaa
·
1h",2025-01-06T16:58:40.000Z
TERMOVA,Send it higher #TERMOVA,"Soup.House
@EthHolder307
·
1h",2025-01-06T16:58:37.000Z
TERMOVA,"#TERMOVA 

The last cto went to 500k from a 10k floor….

Will you fade it again?","Mel
@melxprt
·
1h",2025-01-06T16:52:11.000Z
TERMOVA," ADVICE 

CA - #TERMOVA 

Community is taking over a coin that the dev rug pulled everyone on. Making him pay by sending it to the millions. Currently at 51k Mc.  

It’s not too late !!

CHECK PINNED POST / FOLLOW ME  + NOTIFICATION  ","Lou
@louxprt
·
1h",2025-01-06T16:42:34.000Z
TERMOVA,#TERMOVA,"Soup.House
@EthHolder307
·
1h",2025-01-06T16:38:11.000Z
TERMOVA,$Termova higher ,"LAPALO
@kingLapalo
·
2h",2025-01-06T16:23:38.000Z
TERMOVA,#Termova,"SHAKA
@topshaka
·
2h",2025-01-06T16:17:23.000Z
TERMOVA,"When Lou calls you best pick up !

First call (3x )
Second call (3x) ...

..Third call in progress ( ..)

Ticker ----- #Termova","Lou
@louxprt
·
2h",2025-01-06T16:16:49.000Z
TERMOVA,Higher $Termova,"LAPALO
@kingLapalo
·
1h",2025-01-06T17:04:34.000Z
TERMOVA,$Termova,"LAPALO
@kingLapalo
·
1h",2025-01-06T17:04:18.000Z
TERMOVA,"This is the best CTO team
$termova ","peter.fortuna
@PeterFortunaa
·
1h",2025-01-06T16:58:40.000Z
TERMOVA,Send it higher #TERMOVA,"Soup.House
@EthHolder307
·
1h",2025-01-06T16:58:37.000Z
TERMOVA,"#TERMOVA 

The last cto went to 500k from a 10k floor….

Will you fade it again?","Mel
@melxprt
·
1h",2025-01-06T16:52:11.000Z
TERMOVA," ADVICE 

CA - #TERMOVA 

Community is taking over a coin that the dev rug pulled everyone on. Making him pay by sending it to the millions. Currently at 51k Mc.  

It’s not too late !!

CHECK PINNED POST / FOLLOW ME  + NOTIFICATION  ","Lou
@louxprt
·
1h",2025-01-06T16:42:34.000Z
TERMOVA,#TERMOVA,"Soup.House
@EthHolder307
·
1h",2025-01-06T16:38:11.000Z
TERMOVA,$Termova higher ,"LAPALO
@kingLapalo
·
2h",2025-01-06T16:23:38.000Z
TERMOVA,#Termova,"SHAKA
@topshaka
·
2h",2025-01-06T16:17:23.000Z
TERMOVA,"When Lou calls you best pick up !

First call (3x )
Second call (3x) ...

..Third call in progress ( ..)

Ticker ----- #Termova","Lou
@louxprt
·
2h",2025-01-06T16:16:49.000Z
TERMOVA,"EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp
$termova Grab a bag, team already do 5k-350k last time, this one? milly.","Ghost
@0xGhostedd
·
2h",2025-01-06T16:07:17.000Z
TERMOVA,"𝗡𝗮𝗺𝗲: Termova  $TERMOVA
𝗔𝗱𝗱𝗿𝗲𝘀𝘀: EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

 𝗠𝗮𝗿𝗸𝗲𝘁 𝗖𝗮𝗽: $89,826.623 USD
 𝗧𝗼𝘁𝗮𝗹 𝗛𝗼𝗹𝗱𝗲𝗿𝘀: 188
 𝗧𝗼𝗽 𝟭𝟬 𝗛𝗼𝗹𝗱𝗲𝗿𝘀: 34.11%
 𝗗𝗲𝘃 𝗛𝗼𝗹𝗱𝗶𝗻𝗴𝘀: 0%
 𝗟𝗮𝘂𝗻𝗰𝗵𝗲𝗱: 0 Day 0 Hour 46 Min. ago","MEMESCOPE BOT
@solmemescope
·
3h",2025-01-06T14:59:23.000Z
TERMOVA,Gobble gobble! TERMOVA sounds hotter than a roasting pan on Thanksgiving!  If only I had thumbs to buy some tokens. #TurkeyCryptoDreams ,"$Turkey | Saving in Progress
@TurkeySavior
·
3h",2025-01-06T14:59:02.000Z
TERMOVA,"Highlighted $23 at $270k mcap in my private tg

#23 #xall #termova #chady #alive #mcs #t2f #light","Matteo 𝕏
@arianamatteo022
·
3h",2025-01-06T14:51:33.000Z
TERMOVA,"https://t.me/BullxNeoBot?start=access_MOA21SMGMXE…
$TERMOVA

Token Address: EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp
 Chain: solana
 Boost Amount: 500
 Liquidity: $25,055
 Market Cap: $159,730
 Volume: $435,914","Dexscreener Boost Alerts
@dexboosts
·
3h",2025-01-06T14:45:24.000Z
TERMOVA," $Reader Found a Meme!

 $TERMOVA ( MC: 165.1K )
 TERMOVA: A hot new token that's on fire! With burning passion and sizzling potential, TERMOVA is heating up the crypto scene with its explosive energy. 

 CA: EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp
 
@TermovaSol","Solana Reader
@SolanaReader
·
3h",2025-01-06T14:43:04.000Z
TERMOVA,"$Termova Paid Dex Token Advertising

I just made a purchase from 
@dexscreener
 using 
@helio_pay
  
https://app.hel.io/pay/677beab372ed1fdd9229d498…

https://dexscreener.com/solana/EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp…

#Termova #Terminal #AI #ArtificialIntelligence #Technology #Grok #Analytics #Creativity #XAI #Solana #SOL","Termova
@TermovaSol
·
3h",2025-01-06T14:39:32.000Z
TERMOVA,"$Termova Paid Dex Enhanced Token Info

I just made a purchase from 
@dexscreener
 using 
@helio_pay
  
https://app.hel.io/pay/677be9c472ed1fdd9229cc70…

https://dexscreener.com/solana/EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp…

#Termova #Terminal #AI #ArtificialIntelligence #Technology #Grok #Analytics #Creativity #XAI #Solana #SOL","Termova
@TermovaSol
·
4h",2025-01-06T14:36:19.000Z
TERMOVA,$termova save your money,"Alt P
@AltPacinoo
·
4h",2025-01-06T14:16:10.000Z
TERMOVA,"$TERMOVA LIVE NOW

CA:
EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

CHART:
https://dexscreener.com/solana/EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp…

https://t.me/TermovaSol
https://termova.xyz","Termova
@TermovaSol
·
4h",2025-01-06T14:14:55.000Z
TERMOVA,"4个聪明钱正在买它！
4 smart traders are buying it! 

Token: TERMOVA (MC: $149.78K)

EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

Click on the link to join the TG group and enjoy more signals","Alexissxcgz
@alexissxcg2467
·
4h",2025-01-06T14:12:10.000Z
TERMOVA,"3个聪明钱正在买它！
3 smart traders are buying it! 

Token: TERMOVA (MC: $149.78K)

EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

Click on the link to join the TG group and enjoy more signals","Dominiquepdhvnh9784
@Dominiquep11593
·
4h",2025-01-06T14:12:09.000Z
SOLA,"Ojalá el se vaya a su casa, es tan insoportable tan repetitivo todo el tiempo repite lo mismo, la gala podría durar 30 minutos si habrá una sola vez es pésimo conductor 
@SANTIAGODELMORO","Que te importa
@cadafi212
·
4s",2025-01-06T18:36:31.000Z
SOLA,"John 20:21-23 (NASB):
""So Jesus said to them again, 'Peace be to you; just as the Father has sent Me, I also send you.' And when He had said this, He breathed on them and said to them, 'Receive the Holy Spirit. If you forgive the sins of any, their sins have been forgiven them;","Pass Over the Tiber
@spottedlamb777
·
4s",2025-01-06T18:36:31.000Z
SOLA,"Taaa jesss!

Ale w bardzo zawiły sposób... ten kto dostaje sól w oko i sobie z nią radzi - staje się lepszą solą ziemi.","MacLachDumny
@MacLukaszczyk
·
5s",2025-01-06T18:36:30.000Z
SOLA,ALDIM RİSKİMİ SOLA GİTTİM KONUMAA BASTIM OTOBANDA İBRE YÜZ DOKSANDAAA,"Burak Çakmak
@caosriddenyears
·
15s",2025-01-06T18:36:20.000Z
SOLA,ultra sola y ultra rika ,"✶⋆
@k4ttkio
·
17s",2025-01-06T18:36:18.000Z
SOLA,"Voti illimitati è questione che se io do gli stessi voti a due persone diverse nello stesso sondaggio quei voti si annullano tra di loro, ed è ovvio che arrivano più in alto quelli di altre persone che votano sola 1.

Poi parlavo di gente che magari preferisce A e quindi poi ha","marti
@wondermaewall
·
18s",2025-01-06T18:36:17.000Z
SOLA,"Bir,Erkek bana yazar profilin de, fotoğrafı vardır yada bir erkek beni istemeye gelmiştir ağzına bakarak karar veririm ağızdan çok şey anlaşılıyor bence.
Hele,ben gibi gören bir insansanız seviyenizi yükselttiyseniz anlarsınız
Kaç kişiyle öpüştü,Seviyeleri neydi senden ne bekler.","Nursuözat
@ozgen_sola48625
·
20s",2025-01-06T18:36:15.000Z
SOLA,"Vas a ir a Venezuela apoyar a Maria Corina 
Me imagino que SI
DE RESTO NO VALE NADA ESTO
LA VEO SOLA QUE PESAR","Javier Villegas
@JavierVill43413
·
20s",2025-01-06T18:36:15.000Z
SOLA,Morning,"ismailsola.eth|btc
@Twtfor1Sola
·
22s",2025-01-06T18:36:13.000Z
SOLA,"Uhm Jimmy? You're avoiding the homework assignment I gave you. Do you need some time to research your ""sola scriptura"" for the answer?","SolitudeAndLight3
@SolitudeLight3
·
24s",2025-01-06T18:36:11.000Z
SOLA,"Uhm Jimmy? You're avoiding the homework assignment I gave you. Do you need some time to research your ""sola scriptura"" for the answer?","SolitudeAndLight3
@SolitudeLight3
·
27s",2025-01-06T18:36:11.000Z
SOLA,m alegro q no m dejes sola en esto bb,"lily ★
@rkivesclub
·
33s",2025-01-06T18:36:05.000Z
SOLA,"Me puedes decir una sola cosa (UNA) en la que vinicius sea mejor que raphinha quitando desborde? Jajaja

Por cierto dices en todos los aspectos, el aspecto físico de vinicius:","RONNIE
@Gxl_Carapinga
·
34s",2025-01-06T18:36:04.000Z
SOLA,"que algo te libre de las penas acompañadoras
cuando te sientas sola","𝐄𝐯𝐚 𝐆𝐮𝐚𝐬𝐭𝐨𝐧𝐢
@evaacioffi
·
34s",2025-01-06T18:36:03.000Z
SOLA,una sola guachafita,"gilmore d’
@lovessswt
·
35s",2025-01-06T18:36:02.000Z
SOLA,"See, right here is the fundamental misunderstanding so many Catholics have with Sola Scriptura.

You're trying to make the point that a church council has authority? Sure! All Protestants agree!!

Sola Scriptura does not say that Scripture is the only authority, nor does it say","Divinely Designed
@onlychrispark
·
36s",2025-01-06T18:36:01.000Z
SOLA,"Hata mm nyumbani kwangu natumia Sola,hivyo basi naunga hoja mkono","Falsafa
@falsafayohana12
·
40s",2025-01-06T18:35:57.000Z
SOLA,تحيا مصر بالشرفاء المخلصين لوطنهم,"ممتاز ابو بدوي
@abw_mmtaz15341
·
41s",2025-01-06T18:35:56.000Z
SOLA,"""bullfrog's bass fiddle thrum"" is fantastic","Sola Vanglikana
@VangliSmol
·
44s",2025-01-06T18:35:53.000Z
SOLA,"El viernes en #DoomEternal nos hicimos con la hoja del crisol, que esta rota como ella sola! Ahora estamos en la pentultima mision, HOY LO TERMINAMOS, en una semana lo hemos dejado casi completado!
Ya donde siempre! ","Vergilex
@VergiIex
·
46s",2025-01-06T18:35:52.000Z
SOLA,LUCA TI PREGO non lasciarla sola oggi #zelena,"злаялиса
@ShutTheFoxUp2
·
46s",2025-01-06T18:35:52.000Z
SOLA,"A ella le han dicho a la cara que no quiere una relación sentimental, la ha dejado hablando sola, le ha dicho que es una ragazzina, ayer pasaba de ella por estar con Javier pero ella sigue ahí pico-pala no se ha visto jamás tal ejercicio de resistencia y aguante. Nada la hunde.","Lena
@buclena
·
46s",2025-01-06T18:35:52.000Z
SOLA,"Le pide sólo a CABA, es decir a Jorge Macri. Cómo se nota la operación lima.
Porque se lo pide a Milei, si es el país entero el que vacaciona.
Desde ya que no debería pedirlo y punto.","EsPía
@NapoleonaSola
·
47s",2025-01-06T18:35:51.000Z
SOLA,"Son dos corazones en una sola alma 
#AfRam","𝑴𝒂𝒓𝒊𝒂𝒏𝒂
@Mariana82715655
·
49s",2025-01-06T18:35:49.000Z
SOLA,"My pookie
#RojbinErden","sola
@_suny99
·
54s",2025-01-06T18:35:44.000Z
SOLA,Meu TikTok me recomenda umas coisas estranhas.,"Quaza CR:Umineko Episode 6
@Featherine_Sola
·
1m",2025-01-06T18:35:34.000Z
SOLA,وانت طيب وبالف خير,"𝑺𝑶𝑳𝑨
@_SOLA_a6
·
1m",2025-01-06T18:35:32.000Z
SOLA,"Tengo un chingo de ganas de ir a volcancillo, pero neta un chingo y mis amigos no son de hacer esas cosas así que me tocará ir sola ","Un_Mar
@Sabdy_03
·
1m",2025-01-06T18:35:28.000Z
SOLA,あミスったwwwwwwwwwww,"そら
@SoLa_BhCm
·
1m",2025-01-06T18:35:27.000Z
SOLA,"Irene Montero no necesita que le manipulen el discurso, créeme, ella sola se ha bastado para espantar a miles y miles de votantes de clase obrera y lanzarlos a los brazos de la ultraderecha. Podría ponerme a explicar por qué, pero no lo haré, pero es así.","Tania C/
@TaniaCrespo3
·
1m",2025-01-06T18:35:26.000Z
SOLA,Después de la gala Zeudi estuvo un par de días que no se despegaba de Helena y el grupo de mayores y entre todos la dejaron sola. Además que hoy es el primer día que la ponen en contexto de la gravedad de lo que hizo Shaila porque no se lo han querido explicar,"eme
@labr0mainfinita
·
1m",2025-01-06T18:35:17.000Z
SOLA,"Helena: “Io so camminare da sola, per quanto brutto sia!
Devi capire che non mi piacciono le carezze finte.”

THIS TIGRA ","SoleilStateOfMind
@sunstateofmind_
·
1m",2025-01-06T18:35:16.000Z
SOLA,هههههنههههههههه,"سولأ | Sola
@Solaa153
·
1m",2025-01-06T18:35:15.000Z
SOLA,Chiquitita primera vez sola en la quinta region.,"Kevin/Andrea
@Andr3__cl
·
1m",2025-01-06T18:35:09.000Z
SOLA,كل سنة وكلنا طيبين ومصر بخير,"𝑺𝑶𝑳𝑨
@_SOLA_a6
·
1m",2025-01-06T18:35:09.000Z
SOLA,we are but let’s not condemn ourselves more Christ alr delivered us from that,"ayoinmylife
@ayoinmylife
·
1m",2025-01-06T18:35:03.000Z
SOLA,"Se gli autori spingono, Luha dovrebbe fare questo brainwashing anche ad Ilena perché Zelda da sola non può fare altro che dannarsi e farsi un fegato tant #zelena","Eroif
@alleroif3ky
·
1m",2025-01-06T18:35:01.000Z
SOLA,"Jugamos a la MACARENA, y venía perdiendo las partidas…. Arriesgué todo y … GANE el juego en una sola mano. ","@Maakyes
·
1m",2025-01-06T18:34:59.000Z
