ticker,display_name,handle,post_text,timestamp,comments,likes,views
Hana,˗ˏˋ みるち┊︎GOKKOマーケターˎˊ˗,milu_xux,"#NNG_NAOKO

実力の暴力見せつけられました
 
 #ノノガ  #花  #HANA #ノノガファイナル  #NoNoGirlsFinal  #NAOKO  #ナオコの女 #NoNoGirls",2025-01-12T07:21:23.000Z,12,6600,764000
Hana,大納言,syakai_yurusan,"もう解放します
現場レポ　
#ノノガファイナル #ノノガ #HANA

印象に残ってたところ抜粋",2025-01-12T08:25:23.000Z,9,10000,742000
Hana,Hana M,hana060292,"2010 - 2025 and counting~

Happy 15th Anniversary 
@official_CNBLUE
 !! 

Then, Now & Forever with CNBLUE

#CNBLUE #씨엔블루 #CNBLUE_15th_Anniversary
#ThenNowAndForeverWithCNBLUE
@JYHeffect
 @MR_KANGGUN
 @MentalShin",2025-01-13T15:39:31.000Z,1,428,9500
Hana,hana,glarehana,demir cihanla evlen iş birlikçim ol dedi kraliçe cihanla evlenip demiri paketliyor RAZIYIZ #cihal #uzakşehir,2025-01-13T19:04:17.000Z,5,3800,233000
Hana,はな,hana9032,"ハイレグお姉さんがツルツルのアソコを公開します

糸引いてるけど見たい人いますか？

「欲しい」って返事でちゃんと見せる！",2025-01-12T06:19:11.000Z,34,857,8300
Hana,hana,hana_ni_nare_,"新成人おめでとうございます

再掲の成人ﾂｲﾝｽﾞ",2025-01-12T07:44:43.000Z,13,8200,87000
Hana,hana,glarehana,“Alya bu kadar takmıyor sana noluyor mine.” İÇERLENMİŞ GEBERCEMWJWHAHAHAHAJAHAH #cihal #uzakşehir,2025-01-13T20:18:30.000Z,7,3500,150000
Hana,ボディメンテ,bodymainte_drnk,"どんな形でも
絶対に咲くの
その花って。

#ボディメンテ
#NoNoGirls
#HANA",2025-01-12T08:30:04.000Z,2,4700,162000
ELONCHO,Boogie $YELPE,SchmuneyBidness,"Hispanic Elon 

$ELONCHO",2025-01-13T03:56:23.000Z,0,2,35
ELONCHO,pump_truck68,pump_truck68,Yea $ELONCHO to the moon,2025-01-13T05:38:58.000Z,0,3,31
ELONCHO,s,epsteinlist_sol,"BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump
$ELONCHO BOUT TO RIP",2025-01-13T04:10:30.000Z,0,4,89
ELONCHO,TkarraX,tkarraX,"hello top 2 Eloncho 
@mdgaonsol
 

This your bag
BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump",2025-01-13T01:41:12.000Z,0,1,91
ELONCHO,TkarraX,tkarraX,"Still Hold MyBag ElonCho
BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump",2025-01-13T06:07:32.000Z,0,2,44
ELONCHO,YE-I,YE_I_ON_SOL,#ELONCHO SLAPS IN MEXICAN,2025-01-13T03:52:09.000Z,0,3,71
ELONCHO,24k.S◎L,24ksolana,"We Got A Runner 

$ELONCHO

BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump

HIGHER",2025-01-13T02:02:33.000Z,0,1,183
ELONCHO,隐山观察,yinshanguancha,"#Pumpfun 1Sol 监控报警

#ELONCHO

马斯克概念  $66K

BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump

提示：Pump阶段发射代币风险极大，不是投资建议，DYOR",2025-01-13T03:27:51.000Z,0,1,298
ELONCHO,Meme Coin RatingIndex,MCR_index,"$INDEX price now: $0.0001578
$INDEX 690 : 
https://jup.ag/swap/SOL-INDEX_3PCmJBhXKfxyfDZeSgkg4ypzRRgwJoHg8KJ26BnKpump…
3PCmJBhXKfxyfDZeSgkg4ypzRRgwJoHg8KJ26BnKpump

$ZEREBRUV | $PAPI | $Juan | $TBTT | $Stormy | $SOLARIS | $This | $blue | $VOIS | $JRAI | $Gweenie | $Ruben | $BWT | $ELONCHO | $Pumpy | $BB | $ZUMBRERO",2025-01-13T04:46:23.000Z,1,6,1200
ELONCHO,Godx,pumpgodx,"Pump Detected

Token: $ELONCHO

CA: BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump

Meme Coin: Minimum 75% & Upto 100X+ Gains.",2025-01-13T04:40:11.000Z,0,2,84
ELONCHO,24k.S◎L,24ksolana,"Got A Bag In $ELONCHO

if it goes to 0 fuck it 

We ball no matter what",2025-01-13T02:38:11.000Z,0,3,91
ELONCHO,Aaron Devaney,AaronDevaney7,"Hispanic Butthole Coin

$MEXICO

21KGYRVjBGeKbcQRtHRLB4cqTbFxrDewhJiYA76Npump

$CONCHO $DONCHO $TRONCHO $PAPI $ELONCHO $BUTTHOLE",2025-01-13T06:12:28.000Z,0,4,362
ELONCHO,Solana Sewer,SolanaSewer,"Hispanic Elon $ELONCHO
Time since launch: 0h:5m
Pump Fun Token 
---
Token Address

w9aT8KDyQfq6LVjJJAa5fJtLZppqu1EGQJ2PsRUu1Rj

---
DEX Screener URL",2025-01-14T10:35:07.000Z,1,3,263
ELONCHO,mr.nolacking fart/stop,SolanaSkully,"@AdrianDittmann
 https://suno.com/song/d67aab0b-ab03-4783-83ad-bbafbd6fd000… i just made this song for patron eloncho i hope u like it",2025-01-13T01:51:59.000Z,0,0,18
ELONCHO,CaliHodlR,Calihodlr,Si si si eloncho,2025-01-13T05:11:46.000Z,0,1,38
ELONCHO,mr.nolacking fart/stop,SolanaSkully,viva el patron $eloncho,2025-01-13T05:28:56.000Z,0,0,14
ELONCHO,Aaron Devaney,AaronDevaney7,"The first wave of the Hispanic meta. 

$CONCHO 
$TRONCHO
$DONCHO
$ELONCHO
$PAPI
$MEXICO

There will be more waves. Caravans are forming south of the border.",2025-01-13T13:00:42.000Z,1,4,260
ELONCHO,Excel crypto,Excel_crypto11,"My primos and I hanging out with the one and only #eloncho. Hes the best tio
I could ever ask for. Hes taking us on a trip
to the moon want to to tag along ?!

BeVm5k1BVAujmjwrpwihuHGc2yzXAJ1SaUf4p3rHpump",2025-01-13T05:24:08.000Z,0,1,65
AUTOMATE,DANNY,Danny_Crypton,"$swarms
@swarms_corp
 – a multi-agent orchestration framework enabling AI collaboration to automate complex tasks with customizable workflows, memory, and dynamic optimization.

• Sector: AI
• Market Cap: $244.6M

• CA (Solana): 74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump",2025-01-12T20:19:55.000Z,2,10,2800
AUTOMATE,BIZBoost™,BIZBoost,"What if your online presence could truly connect? 

 Truth Check:
Is your content engaging or just noise? Does your brand leave a mark or get lost?
 Enter BIZBoost Growth Tips: Craft humanized captions, scale with AI, and automate for smarter growth.

 Learn more:",2025-01-13T13:15:00.000Z,0,12,168
AUTOMATE,Automate Show,AutomateShow,"It’s BIG. It’s BOLD. It’s AUTOMATE. 

Register for free  https://bit.ly/3Py9LVl",2025-01-13T18:04:12.000Z,0,2,76
AUTOMATE,DSQ Technology,dsqtech,"You are one click away from improving your cash flow!

Here’s how

Generating and sending invoices to your clients can’t get any easier with Discovery’s invoice automation. Through it, you can easily automate the revenue process and directly send invoices to your clients 

Save",2025-01-14T15:01:53.000Z,0,2,12
AUTOMATE,Leviathan,TechLeviathan,"》6 
@socrates_agi
❖ Socrates Labs creates collaborative AI agents that partner with humans to process vast information, automate workflows, and make intelligent decisions

❖ The focus on combining human intuition with AI efficiency positions it well for industries requiring",2025-01-13T22:39:14.000Z,2,11,7400
AUTOMATE,Austin Gray,theownerop,"How to automate snow plow invoicing with ⁦
@GetJobber
⁩",2025-01-13T14:10:08.000Z,2,8,687
AUTOMATE,Fiz,AlexFizov,"@socrates_agi
• Socrates Labs builds collaborative AI agents that work alongside humans to process large datasets, automate workflows, and make smart decisions 

• The focus on merging human intuition with AI efficiency makes it a strong contender in industries that",2025-01-14T14:37:48.000Z,1,6,376
AUTOMATE,Moon Dev,MoonDevOnYT,automate your trading to get your time back,2025-01-13T14:00:02.000Z,0,64,1700
AUTOMATE,𝐃𝐚𝐳𝐳𝐥𝐞,Defidazzle_,"This means more people can use blockchain to improve their lives.

It can also supercharge AI agents, making them work more efficiently and make decisions faster.

 This can automate tasks and make our lives easier.",2025-01-14T06:35:04.000Z,1,6,26
CALEB,kellked,kellked,"#caleb #LoveandDeepspace
im back",2025-01-12T14:10:27.000Z,5,9800,86000
CALEB,a lab project❀,Toinfinity23,Caleb in a tank top is doing things to me,2025-01-12T16:49:00.000Z,13,5800,56000
CALEB,(｡- .•)~♡,xyzfuls,#caleb: i think the apple’s rotten right to the core,2025-01-12T09:41:05.000Z,17,2600,33000
CALEB,JL,ichinosejl,There's just something about a man in uniform...  #Caleb,2025-01-13T10:17:01.000Z,4,4600,51000
CALEB,growroses inthegarden,i_growroses,"People month ago: arguing with me that Caleb is NPC
People now:
#LoveandDeepspace #Caleb",2025-01-13T23:12:19.000Z,16,4000,45000
CALEB,廿二,22NIAN22,#恋与深空 #夏以昼 #Caleb #マヒル #러브앤딥스페이스 #戀與深空 #LoveandDeepspace,2025-01-12T15:23:17.000Z,3,8000,117000
CALEB,• talanat •,talanya_,"oh I'm gonna cry so hard over his lore ain't I 

#Caleb #夏以昼  #マヒル",2025-01-14T10:04:53.000Z,4,2600,23000
CALEB,Pyunrim,pyunrim,"Saw Caleb’s myth outfit and immediately RAN to draw him. Here is a small zoomed in wip! He looked so cool I just had to do a quick drawing of him. Got a bit carried away and did a lot of rendering AHAHAHHA but at least it looks good!

#Caleb #LoveandDeepspace",2025-01-12T16:05:40.000Z,19,9500,96000
CALEB,MIRU | 蜜露 ❀˖°,millecreupe,LOSING MY MIND AT CALEB'S NEW STANDEE IN PG BUILDING  HE'S REALLLLLLLLL,2025-01-14T03:34:22.000Z,20,2000,29000
Moondong,Trailbelayzer,Trailbelayzer,My boy out here  slaying it every day whether it with the moondong or the sundong he getting,2025-01-13T20:25:29.000Z,1,0,211
Moondong,Brentmaster,v8nomore,"@0xGroovy
 $moondong going un-noticed by kolscan degens",2025-01-13T05:44:44.000Z,0,4,121
Moondong,MoonKing.Gainz,KingMoon10X,para-$moondong-fucking-bolic !!!,2025-01-13T14:59:02.000Z,0,0,68
Moondong,Joey,JosephN65625666,"Super early, but I find this funny and could see it gaining traction

DthcPtviaaVasr6GTjRLoRcJSysSqGsZR61LArghpump

$moondong",2025-01-13T16:02:56.000Z,2,3,75
Moondong,Coin Ninjas,coinninjasx,$Moondong - good project.,2025-01-13T04:40:21.000Z,0,4,283
Moondong,Clarki3,Clarki3Crypt0x,MoonDONG,2025-01-14T16:31:52.000Z,0,1,8
Moondong,Solana Sewer,SolanaSewer,"Moon Dong $Moondong
Time since launch: 0h:2m
Pump Fun Token 
---
Token Address

DthcPtviaaVasr6GTjRLoRcJSysSqGsZR61LArghpump

---
DEX Screener URL",2025-01-13T03:20:02.000Z,2,5,640
Moondong,Megabyte,Megabyte48,"SUPER SUNDAY IT WAS $MOONDONG

200K+ and this DEV IS BASEDAF!",2025-01-13T05:15:02.000Z,2,4,175
Moondong,Evrard AGBO,EDramer2,"going full gorilla mode amateur 

$hehe #TITANDAO #PROOFAI $SCF $SLERF $Chuchu #Pochita $MUMU #Moondong",2025-01-14T19:50:44.000Z,0,0,16
Moondong,ryan,ryan95591,$moondong,2025-01-13T04:59:49.000Z,0,2,90
Moondong,JuicyPooter,JuicyPooter1,"#Moondong still holding strong

Feels nice to buy into a genuine project by an artist I'm tired of the ai larp bullshit",2025-01-13T08:26:32.000Z,1,5,175
Moondong,Nook,NookXXXI,Draw $PEPE and $DOGE making a deal with $MOONDONG,2025-01-14T18:28:27.000Z,0,6,78
Moondong,NeezoRich,RichNeezo,Heard about #Moondong ?,2025-01-13T17:30:28.000Z,0,2,65
CREATEAI,CodeJoy,CodeJoyEdu,"Local PA Educators! #PAProud Are you going to 
@pghtech
 #TRETC? Our very own 
@AmandaJeaneEdu
 will be presenting #microbit CreateAI & sharing 
@CSTAPittsburgh
. If you’ll be there, catch AJ to pickup #CodeJoy button! #PGHed #EdTech #TRETC2025 #CSforAll #CSTA #KTI #KTIFamily",2025-01-13T14:19:51.000Z,0,10,159
CREATEAI,Micro:bit Educational Foundation,microbit_edu,"In the webinars we'll demonstrate how to collect and label data, train an ML model to recognise different physical movements, then test and improve models before using them in MakeCode programs you can transfer to micro:bits. 
#microbit #createAI #AI",2025-01-14T18:04:21.000Z,1,1,393
CREATEAI,Micro:bit Educational Foundation,microbit_edu,"Sign up for FREE to join us for our free webinars to explore our new tool: micro:bit CreateAI! 
https://us02web.zoom.us/webinar/register/WN__16qijWnS3iD_72xAp0Yww#/registration…
 #microbit #createAI #Teachers",2025-01-14T18:05:22.000Z,0,1,311
CREATEAI,Joss Ort,joss_ort20443,Vegeta and goku please,2025-01-12T01:11:35.000Z,0,1,14
CREATEAI,Joss Ort,joss_ort20443,Vegeta and goku please,2025-01-12T14:25:53.000Z,0,1,11
Hana,˗ˏˋ みるち┊︎GOKKOマーケターˎˊ˗,milu_xux,"#NNG_JISOO 

最推し見てください。
 
 #ノノガ  #花  #HANA #ノノガファイナル  #NoNoGirlsFinal  #Jisoo  #NoNoGirls",2025-01-12T07:10:50.000Z,10,4500,420000
Hana,April❀,Fuyu_Hana_,"Kanade: intently watching her girlfriend lift a dumbbell easily with one hand

Also Kanade: tries to do the same thing only to fail",2025-01-13T04:14:45.000Z,9,1500,16000
Hana,ⵀⴰⵏⴰ Hana,HanaeEster,خروج جماهري لناس الحسيمة #أريف_الفخر احتفالا بالسنة الأمازيغية الجديدة 2975 #HappyAmazighNewYear2975,2025-01-14T17:25:08.000Z,1,51,403
Hana,˗ˏˋ みるち┊︎GOKKOマーケターˎˊ˗,milu_xux,"#NNG_NAOKO

実力の暴力見せつけられました
 
 #ノノガ  #花  #HANA #ノノガファイナル  #NoNoGirlsFinal  #NAOKO  #ナオコの女 #NoNoGirls",2025-01-12T07:21:23.000Z,12,6600,764000
Hana,りんぷー,HanaSoraKorin,"こりんちゃん
黄色いぬいぐるみとお昼寝中
#猫のいる暮らし #猫好き #猫
#三毛猫 #スコティッシュフォールド",2025-01-13T11:00:43.000Z,0,475,2100
Hana,hana,glarehana,"“iyi günler mine hanım.” ÇABASIZ KOMİK BİRİ HAHAHAAHAHAHA
#uzakşehir",2025-01-13T20:35:33.000Z,2,1200,44000
Hana,大納言,syakai_yurusan,"もう解放します
現場レポ　
#ノノガファイナル #ノノガ #HANA

印象に残ってたところ抜粋",2025-01-12T08:25:23.000Z,9,10000,742000
AI,Andrew Bolis,AndrewBolis,"People are making $297 per day with ChatGPT, an internet connection, and a laptop.

Usually, I'd charge $91 for this guide, but today I'm giving it away for free.

Like and comment 'AI' and I'll send you my ultimate guide for FREE.

Must follow me to receive DM. FREE for 24 hours",2025-01-14T15:15:28.000Z,248,200,54000
AI,Liz Ann Sonders,LizAnnSonders,"With popularization of #AI, more than half of Americans report using AI regularly; along with conveniences this technology provides, there is growing fear about machines transforming professions or even replacing workers; this 
@VisualCap
 chart shows results of survey conducted by",2025-01-14T19:21:52.000Z,7,39,11000
AI,The Nobel Prize,NobelPrize,"How can AI help build proteins?

Discover this year’s Nobel Prize in Chemistry – in just one minute.",2025-01-14T15:28:16.000Z,4,120,9600
AI,The Real World,therealworld_ai,JUST IN: Romanian Courts have lifted house arrest on Andrew Tate,2025-01-14T13:53:33.000Z,14,1700,39000
AI,쵸,kitty_777a,"여러분 저어떡해요..?
ai에 제그림체 학습당햇는데 이런건 처음이라 너무 소름돋아요",2025-01-13T04:55:42.000Z,17,8900,1100000
AI,Mika,mikadontlouz,"gm 

i think i just got dumped by an AI???",2025-01-14T12:17:35.000Z,206,421,21000
AI,Robin Delta,heyrobinai,"How to outsmart 99% of the people around you using an AI assistant:

Don't forget to bookmark this.",2025-01-14T12:30:40.000Z,27,117,52000
AI,Kat Kanada,KatKanada_TM,"Keir Starmtrooper says his government ""will harness AI as a force for good.""

Sounds terrifying. 
@Keir_Starmer",2025-01-14T14:40:29.000Z,37,86,3400
AIMS,Injective,injective,"Loading DeFAI infrastructure ▓▓▓▓▓▓▓▓▓░
@ionet
, a decentralized GPU compute network has expanded to power the future of DeFAI for Injective builders.

The integration aims to support the growing trend of developers building AI Agents, DeFAI, and gaming initiatives in",2025-01-14T15:06:38.000Z,40,524,50000
AIMS,Jack,jackunheard,BREAKING: Secretary of Defense Pete Hegseth aims to reinstate original names like Fort Bragg for military bases renamed under woke policies.,2025-01-13T21:23:28.000Z,27,631,7400
AIMS,Murat Arpacı,2mrpc,"The Future of AI with Solidus AI TECH in 2025 

2025 is set to be a transformative year for artificial intelligence, offering groundbreaking opportunities across various industries. Solidus 
@AITECHio
 aims to stand out by integrating blockchain and delivering #AI-driven solutions.",2025-01-14T19:46:14.000Z,0,4,34
AIMS,NexDef,nex_def,"Unity in diversity, strength in solidarity. As waves converge, nations unite |

AMAN-25 is the ninth edition of the Pakistan Navy’s biennial multinational naval exercise, scheduled from February 7 to 11, 2025, in Karachi.  The exercise aims to promote peace and maritime",2025-01-14T12:23:39.000Z,0,3,1500
AIMS,Essteem◢◤,essteeem,"The State Department for Irrigation aims to increase water storage capacity for irrigation from 155.2M m³ in 2022 to 648M m³ by 2027, advancing Kenya's food security agenda.
#IrrigationDelivers
@EphantusKim
.",2025-01-14T04:20:28.000Z,0,2,168
AIMS,Publius,OcrazioCornPop,"BREAKING:  House passes ""Protection of Women and Girls in Sports Act of 2025"" to ban biological males from competing in women's sports. 

Bill divides along party lines; Republicans for, Democrats against. 

Aims to define sex by biology at birth for Title IX compliance in",2025-01-14T20:02:54.000Z,1,5,76
AIMS,Sneha Mordani,snehamordani,"Mass Demolition in Gujarat as 200+ Structures Are Destroyed to Reclaim Land

1. Gujarat authorities have razed over 200 illegal buildings, including religious structures, in Bet Dwarka and Okha.

2. The sweeping demolition drive aims to reclaim valuable government land, but",2025-01-13T13:53:50.000Z,0,5,409
AIMS,Middlesex FA,middxfa,"The Howdens Game Changer programme aims to fund £3m worth of kitchens by 2026 to England Football Accredited grassroots clubs!

The application window is open until 31 January 2025  

Apply today!  

https://bit.ly/3W1RiEu",2025-01-14T12:00:58.000Z,0,3,213
AIMS,DD India,DDIndialive,"#WATCH | PM 
@narendramodi
 to launch 
@Indiametdept
's ""Mission Mausam"" initiative.

This mission aims to build a weather-ready, climate-smart nation.",2025-01-14T04:25:00.000Z,1,7,475
AIMS,Project TABS,ProjectTabs,"By 2030, under the guise of tackling the ""climate crisis"", the globalist C40 Cities initiative aims to abolish meat and dairy consumption, ban private vehicle ownership, severely restrict air travel, and limit new annual clothing items to three per person.",2025-01-14T09:40:34.000Z,0,4,493
aider,Orange PACA,OrangePACA,"Paul, formateur en Unité Clients et Industrielle à Avignon, et aussi sapeur-pompier volontaire. 
Depuis quelques jours, il est à #Mayotte pour aider au rétablissement des télécommunications de l'île suite au cyclone #Chido 
Un engagement sans faille  
Bravo Paul",2025-01-14T08:28:31.000Z,0,6,686
aider,Julien ODOUL,JulienOdoul,"Les 140 millions d’euros d’aide au développement que nous versons à l’#Algérie seraient beaucoup plus utiles à #Mayotte pour aider nos compatriotes dans la détresse. La France n’est pas un paillasson ! Pas un centime à ceux qui nous crachent dessus ! 
@franceinfo",2025-01-13T19:37:02.000Z,306,3500,44000
aider,Sider Community,sider_community,"On est de retour ! 

Pour ce premier thread, on s’attaque à une question qu’on nous pose souvent : comment trouver des concerts quand on débute ? 

On sait que c’est pas simple, mais on a des pistes pour vous aider à débloquer la situation.

1/6",2025-01-13T17:50:56.000Z,1,4,440
aider,Théo Denoyelle,theo_denoyelle,"Salut mec. C’est une situation injuste qui n’est pas rare avec certains ASCT malheureusement.

Si ça peut t’aider, j’ai généré cette lettre de réclamation sur l’appli 
@renegocee
 que je développe, avec tes infos. Il y a eu un cas un peu similaire en 2024, l’amende de 270€ avait",2025-01-14T13:47:43.000Z,1,72,10000
aider,Gaborian Mboma kumeza,GaborienM,"Au nom de l' 
@uncrdc
 ville de Kinshasa,je tiens à remercier le DGA Muyumba pour ce don de 100 chaises à l'interfédération.
c'est ce qu'on appelle ""aider son parti à tenir des réunions sans difficultés"".Merci à l'inspecteur Mutshi et au Président 
@JolMongu2
 pour la disponibilité.",2025-01-14T19:52:50.000Z,0,10,53
aider,Editions Flammarion,Ed_Flammarion,"[Rentrée littéraire d'hiver - #concours]
Tentez de remporter l'ouvrage de votre choix parmi les 6 romans de notre Rentrée d'hiver 2025.
Il suffit d’un clic ! https://shakr.cc/595fa
Tirage au sort le 20 janvier.
Pour vous aider à faire votre choix https://editions.flammarion.com/Actualites/Rentree-litteraire-d-hiver-2025…",2025-01-13T07:17:00.000Z,0,8,383
aider,kc elea,falconbvcky,"RTs appréciés

Pour la sortie de ma prochaine chanson, je cherche un.e artiste/graphiste pour la pochette.

C'est une chanson indie pop/rock anglophone

Si tu connais quelqu'un ou si tu penses toi-même pouvoir m'aider, dm moi !

(évidemment rémunéré — lien sp0tify en dessous)",2025-01-13T13:29:53.000Z,5,11,780
